sample_index,selected_method,selected_score,target_cum,target_core,target_ramp,target_duration,score_DurationAware_RiskFirst_TCN_Empirical,score_RiskFirst_TCN_Empirical,score_extreme_conditioned_gaussian_copula
0,extreme_conditioned_gaussian_copula,0.0787281578917215,9.775089263916016,2.410369873046875,3.9756717681884766,8.0,0.16174550141672195,0.1949391978137295,0.0787281578917215
1,DurationAware_RiskFirst_TCN_Empirical,0.006621335738435636,27.163557052612305,12.789454460144043,4.5038957595825195,11.0,0.006621335738435636,0.2860244995297403,0.46550280505525793
2,extreme_conditioned_gaussian_copula,0.2216700768933128,21.93396759033203,8.937949180603027,4.589417934417725,9.5,0.26805662084448056,0.5176065308595231,0.2216700768933128
3,DurationAware_RiskFirst_TCN_Empirical,0.11223697224494877,21.93396759033203,8.937949180603027,4.589417934417725,9.5,0.11223697224494877,0.27867044025150545,0.23610355998365817
4,DurationAware_RiskFirst_TCN_Empirical,0.41751458626956445,21.93396759033203,8.937949180603027,4.589417934417725,9.5,0.41751458626956445,0.5227552681261424,0.431630102851702
5,DurationAware_RiskFirst_TCN_Empirical,0.20636966920862163,21.93396759033203,8.937949180603027,4.589417934417725,9.5,0.20636966920862163,0.3784900512593307,0.5179288254838105
6,DurationAware_RiskFirst_TCN_Empirical,0.16122118216747672,21.93396759033203,8.937949180603027,4.589417934417725,9.5,0.16122118216747672,0.37224932884006734,0.701224781092771
7,DurationAware_RiskFirst_TCN_Empirical,0.2640806153277573,21.93396759033203,8.937949180603027,4.589417934417725,9.5,0.2640806153277573,0.4792758057252246,0.43800460530352847
8,DurationAware_RiskFirst_TCN_Empirical,0.41095093950698064,28.767155170440674,13.343979835510254,4.678141951560974,11.1875,0.41095093950698064,1.0032579111852644,1.4154515575873015
9,DurationAware_RiskFirst_TCN_Empirical,0.0995959578028603,27.163557052612305,12.789454460144043,4.5038957595825195,11.0,0.0995959578028603,0.2747176229940349,0.6672038678503941
10,DurationAware_RiskFirst_TCN_Empirical,0.12867945673295753,27.163557052612305,12.789454460144043,4.5038957595825195,11.0,0.12867945673295753,0.32653320151308934,0.3668755927861949
11,DurationAware_RiskFirst_TCN_Empirical,0.34057144721254995,21.93396759033203,8.937949180603027,4.589417934417725,9.5,0.34057144721254995,0.530599058700717,0.8912914275690507
12,RiskFirst_TCN_Empirical,0.2674577088824121,27.163557052612305,12.789454460144043,4.5038957595825195,11.0,0.3171719922022751,0.2674577088824121,0.8722409115510814
13,DurationAware_RiskFirst_TCN_Empirical,0.273539474263081,54.00166702270508,25.422154545783997,7.032369449734688,17.21875,0.273539474263081,0.2970770037851315,2.206800183108199
14,DurationAware_RiskFirst_TCN_Empirical,0.1385466207347017,3.018857955932617,0.03520560264587402,2.8809893131256104,4.5,0.1385466207347017,0.14261471963711725,2.512815517044091
15,RiskFirst_TCN_Empirical,0.13680423895987318,3.018857955932617,0.03520560264587402,2.8809893131256104,4.5,0.14752127725396857,0.13680423895987318,0.19963524554914067
16,DurationAware_RiskFirst_TCN_Empirical,0.396852155426214,8.403645277023315,0.7977311611175537,3.599659502506256,7.125,0.396852155426214,0.42919646430987496,3.038468461167615
17,DurationAware_RiskFirst_TCN_Empirical,0.9617160237620856,16.021092236042012,6.265504667162895,4.953633111715315,15.0,0.9617160237620856,1.1004158958596444,1.7109218755077065
18,DurationAware_RiskFirst_TCN_Empirical,0.680603139415982,12.364845424890518,3.256978750228882,4.096752405166626,12.0,0.680603139415982,0.763627709004396,1.1400543660788618
19,DurationAware_RiskFirst_TCN_Empirical,0.31124257060234817,6.850719726085661,0.40889650583267195,3.3420043110847466,7.0,0.31124257060234817,0.3126021273662643,5.230884541195839
20,RiskFirst_TCN_Empirical,0.8944104675247625,12.37794440984726,3.266519069671631,4.107894992828369,12.0,0.8949296144714809,0.8944104675247625,1.1305916983398536
21,RiskFirst_TCN_Empirical,0.15852204148493437,3.427283030748365,0.07348406910896298,2.952262577414512,5.0,0.16728224697174848,0.15852204148493437,1.605697312029724
22,RiskFirst_TCN_Empirical,1.2165648515237952,30.849614530801688,10.35706418901681,6.278020361065862,18.0,1.4911563223075497,1.2165648515237952,2.642358632128993
23,DurationAware_RiskFirst_TCN_Empirical,0.09457986656470349,3.018857955932617,0.03520560264587402,2.8809893131256104,4.5,0.09457986656470349,0.13181467643215058,0.9474389027689455
